Date,dorimbridge,sillim3bridge,sindaebang,yangsnabridge,Geumcheon,Guanak,Namhyoen,Hyeonchoongwon,Gisangcheong,Yeongdeungpo,Yangcheon,Hangang,Acc_6h_Geumcheon,Acc_6h_Guanak,Acc_6h_Namhyoen,Acc_6h_Hyeonchoongwon,Acc_6h_Gisangcheong,Acc_6h_Yeongdeungpo,Acc_6h_Yangcheon,Acc_6h_Hangang,Avg_raninfall_710101,Avg_raninfall_710102,Avg_raninfall_710103,Avg_raninfall_710104,Avg_raninfall_710105,Avg_raninfall_710106,Avg_raninfall_710107,Avg_raninfall_710108,Avg_raninfall_710109,Avg_raninfall_710110,sillim3bridge_0.5h,sillim3bridge_1h,sillim3bridge_2h,sillim3bridge_3h,sillim3bridge_4h,sillim3bridge_5h,sillim3bridge_6h
2022-05-08 12:50,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.21,0.21,0.22
2022-05-08 13:00,6.1,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.22,0.21,0.21,0.21
2022-05-08 13:10,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.22,0.21,0.21,0.21
2022-05-08 13:20,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.17,0.22,0.21,0.21,0.21,0.21
2022-05-08 13:30,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.19,0.21,0.22,0.21,0.21,0.21
2022-05-08 13:40,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.21,0.21,0.22
2022-05-08 13:50,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.21,0.21,0.21,0.22,0.22
2022-05-08 14:00,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.21,0.22,0.21,0.21,0.21,0.21
2022-05-08 14:10,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.22,0.21,0.21,0.21,0.21
2022-05-08 14:20,6.1,0.17,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.21,0.21,0.21,0.21,0.22
2022-05-08 14:30,6.1,0.19,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.22,0.21,0.21,0.21,0.22
2022-05-08 14:40,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.21,0.22,0.22
2022-05-08 14:50,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.21,0.22,0.22,0.22
2022-05-08 15:00,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.21,0.21,0.21,0.21,0.22
2022-05-08 15:10,6.1,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.21,0.21,0.21,0.21,0.21
2022-05-08 15:20,6.11,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.21,0.22,0.22
2022-05-08 15:30,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.21,0.21,0.21,0.22,0.21
2022-05-08 15:40,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.21,0.22,0.22,0.22
2022-05-08 15:50,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.22,0.22,0.22,0.22
2022-05-08 16:00,6.11,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.21,0.21,0.22,0.22
2022-05-08 16:10,6.11,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.21,0.21,0.22
2022-05-08 16:20,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.22,0.22,0.22
2022-05-08 16:30,6.11,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.22,0.21,0.22
2022-05-08 16:40,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.22,0.22,0.22,0.21
2022-05-08 16:50,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.22,0.22,0.22,0.22,0.22
2022-05-08 17:00,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.22,0.22,0.21
2022-05-08 17:10,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.21,0.22,0.21
2022-05-08 17:20,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.22,0.22,0.22,0.21
2022-05-08 17:30,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.22,0.21,0.22,0.22
2022-05-08 17:40,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.22,0.22,0.22,0.21,0.22
2022-05-08 17:50,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.22,0.22,0.22,0.22,0.21
2022-05-08 18:00,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.22,0.22,0.21,0.21
2022-05-08 18:10,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.22,0.21,0.21
2022-05-08 18:20,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.22,0.22,0.22,0.21,0.21
2022-05-08 18:30,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.22,0.21,0.22,0.22,0.22
2022-05-08 18:40,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.22,0.22,0.21,0.22,0.23
2022-05-08 18:50,6.12,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.22,0.22,0.22,0.21,0.18
2022-05-08 19:00,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.22,0.22,0.21,0.21,0.19
2022-05-08 19:10,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.22,0.21,0.21,0.21
2022-05-08 19:20,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.22,0.21,0.21,0.22
2022-05-08 19:30,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.21,0.22,0.22,0.22,0.22
2022-05-08 19:40,6.12,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.22,0.21,0.22,0.23,0.22
2022-05-08 19:50,6.12,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.22,0.21,0.18,0.22
2022-05-08 20:00,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.21,0.21,0.19,0.22
2022-05-08 20:10,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.22,0.21,0.21,0.21,0.22
2022-05-08 20:20,6.12,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.21,0.21,0.22,0.22
2022-05-08 20:30,6.12,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.22,0.22,0.22,0.22,0.22
2022-05-08 20:40,6.12,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.21,0.22,0.23,0.22,0.22
2022-05-08 20:50,6.12,0.22,13.06,31.11,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.47,0.06,0.27,0,0.31,0.05,0.03,0.43,0.1,0.22,0.22,0.22,0.21,0.18,0.22,0.22
2022-05-08 21:00,6.12,0.22,13.07,31.11,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0.03,0.44,0.23,0.5,0.19,0.44,0.4,0,0,0.21,0.22,0.21,0.21,0.19,0.22,0.22
2022-05-08 21:10,6.13,0.21,13.07,31.11,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.07,0.07,0.4,0.22,0.22,0.21,0.21,0.21,0.22,0.22
2022-05-08 21:20,6.13,0.22,13.06,31.11,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.21,0.21,0.22,0.22,0.22
2022-05-08 21:30,6.13,0.21,13.06,31.11,0.5,0.5,0.5,0,0.5,0.5,0,0,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.43,0.1,0.22,0.22,0.22,0.22,0.22,0.22,0.22
2022-05-08 21:40,6.13,0.22,13.06,31.11,0,0,0,0.5,0,0,0,0,1,1,1,1,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.22,0.23,0.22,0.22,0.22
2022-05-08 21:50,6.13,0.22,13.06,31.11,0,0,0.5,0,0,0,0.5,0,1,1,1.5,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0.07,0.4,0.22,0.22,0.21,0.18,0.22,0.22,0.22
2022-05-08 22:00,6.12,0.22,13.06,31.11,0.5,0,0,0.5,0.5,0.5,0,0.5,1.5,1,1.5,1.5,1.5,1.5,1,1,0,0.08,0.44,0.23,0.5,0.5,0.5,0.5,0.43,0.1,0.22,0.21,0.21,0.19,0.22,0.22,0.22
2022-05-08 22:10,6.12,0.22,13.06,31.11,0,0.5,0,0,0,0,0.5,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,0.5,0.42,0.06,0.27,0,0,0,0,0.07,0.4,0.21,0.21,0.21,0.21,0.22,0.22,0.21
2022-05-08 22:20,6.12,0.22,13.06,31.11,0.5,0,0.5,0,0,0,0,0.5,2,1.5,2,1.5,1.5,1.5,1.5,1.5,0,0.05,0,0,0,0.31,0.04,0.07,0,0,0.22,0.21,0.21,0.22,0.22,0.22,0.21
2022-05-08 22:30,6.12,0.22,13.06,31.11,0,0.5,0,0.5,0.5,0.5,0,0,2,2,2,2,2,2,1.5,1.5,0.5,0.45,0.5,0.5,0.5,0.19,0.45,0.43,0.43,0.1,0.21,0.22,0.22,0.22,0.22,0.22,0.21
2022-05-08 22:40,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.23,0.22,0.22,0.22,0.21
2022-05-08 22:50,6.12,0.22,13.06,31.11,0,0,0.5,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.18,0.22,0.22,0.22,0.21
2022-05-08 23:00,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.19,0.22,0.22,0.22,0.22
2022-05-08 23:10,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.22,0.22,0.21,0.21
2022-05-08 23:20,6.11,0.21,13.06,31.11,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.22,0.22,0.22,0.21,0.21
2022-05-08 23:30,6.12,0.22,13.06,31.11,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.22,0.22,0.22,0.21,0.21
2022-05-08 23:40,6.11,0.22,13.06,31.11,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.21,0.23,0.22,0.22,0.22,0.21,0.21
2022-05-08 23:50,6.11,0.21,13.06,31.12,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.21,0.18,0.22,0.22,0.22,0.21,0.21
2022-05-09 00:00,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.19,0.22,0.22,0.22,0.22,0.21
2022-05-09 00:10,6.12,0.21,13.06,31.11,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.23,0.21,0.22,0.22,0.21,0.21,0.21
2022-05-09 00:20,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.18,0.22,0.22,0.22,0.21,0.21,0.21
2022-05-09 00:30,6.12,0.22,13.06,31.14,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.19,0.22,0.22,0.22,0.21,0.21,0.2
2022-05-09 00:40,6.12,0.23,13.06,31.15,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.22,0.22,0.21,0.21,0.19
2022-05-09 00:50,6.12,0.18,13.06,31.16,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.22,0.21,0.21,0.19
2022-05-09 01:00,6.12,0.19,13.06,31.16,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.22,0.22,0.21,0.19
2022-05-09 01:10,6.12,0.21,13.06,31.15,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.21,0.21,0.21,0.19
2022-05-09 01:20,6.12,0.22,13.06,31.15,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.21,0.21,0.21,0.19
2022-05-09 01:30,6.12,0.22,13.06,31.14,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.21,0.21,0.2,0.19
2022-05-09 01:40,6.12,0.22,13.06,31.14,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.21,0.21,0.19,0.18
2022-05-09 01:50,6.12,0.22,13.06,31.13,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.21,0.21,0.19,0.18
2022-05-09 02:00,6.12,0.22,13.06,31.13,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.22,0.21,0.19,0.18
2022-05-09 02:10,6.12,0.22,13.06,31.13,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.21,0.21,0.21,0.19,0.18
2022-05-09 02:20,6.11,0.22,13.06,31.13,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.21,0.21,0.21,0.19,0.19
2022-05-09 02:30,6.11,0.22,13.06,31.13,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.21,0.21,0.2,0.19,0.18
2022-05-09 02:40,6.12,0.22,13.06,31.13,0,0,0,0,0,0,0,0,2,2,2.5,2,2,2,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.21,0.21,0.19,0.18,0.18
2022-05-09 02:50,6.11,0.22,13.06,31.13,0,0,0,0,0,0,0,0,1.5,1.5,2,2,2,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.21,0.21,0.19,0.18,0.18
2022-05-09 03:00,6.12,0.22,13.06,31.13,0,0,0,0,0,0,0,0,1.5,1.5,2,2,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.21,0.19,0.18,0.19
2022-05-09 03:10,6.12,0.22,13.06,31.12,0,0,0,0,0,0,0,0,1.5,1.5,2,1.5,1.5,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.21,0.19,0.18,0.19
2022-05-09 03:20,6.12,0.22,13.06,31.13,0,0,0,0,0,0,0,0,1.5,1.5,2,1.5,1.5,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.21,0.19,0.19,0.18
2022-05-09 03:30,6.12,0.22,13.06,31.13,0,0,0,0,0,0,0,0,1,1,1.5,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.2,0.19,0.18,0.19
2022-05-09 03:40,6.12,0.22,13.06,31.13,0,0,0,0,0,0,0,0,1,1,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.19,0.18,0.18,0.19
2022-05-09 03:50,6.12,0.22,13.06,31.12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.19,0.18,0.18,0.19
2022-05-09 04:00,6.12,0.22,13.06,31.12,0,0,0,0,0,0,0,0,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.21,0.19,0.18,0.19,0.2
2022-05-09 04:10,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.19,0.18,0.19,0.19
2022-05-09 04:20,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.19,0.19,0.18,0.19
2022-05-09 04:30,6.11,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.2,0.19,0.18,0.19,0.19
2022-05-09 04:40,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.19,0.18,0.18,0.19,0.2
2022-05-09 04:50,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.19,0.18,0.18,0.19,0.2
2022-05-09 05:00,6.12,0.22,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.19,0.18,0.19,0.2,0.2
2022-05-09 05:10,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.19,0.18,0.19,0.19,0.2
2022-05-09 05:20,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.19,0.19,0.18,0.19,0.2
2022-05-09 05:30,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.2,0.19,0.18,0.19,0.19,0.2
2022-05-09 05:40,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.19,0.18,0.18,0.19,0.2,0.2
2022-05-09 05:50,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.19,0.18,0.18,0.19,0.2,0.21
2022-05-09 06:00,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.19,0.18,0.19,0.2,0.2,0.2
2022-05-09 06:10,6.11,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.18,0.19,0.19,0.2,0.21
2022-05-09 06:20,6.11,0.21,13.06,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.19,0.18,0.19,0.2,0.21
2022-05-09 06:30,6.11,0.2,13.06,31.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.18,0.19,0.19,0.2,0.21
2022-05-09 06:40,6.11,0.19,13.06,31.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.18,0.18,0.19,0.2,0.2,0.21
2022-05-09 06:50,6.11,0.19,13.06,31.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.18,0.18,0.19,0.2,0.21,0.21
2022-05-18 01:00,6.11,0.23,13.07,31.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.22,0.22,0.22,0.21
2022-05-18 01:10,6.11,0.22,13.07,31.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.21,0.21,0.22,0.22,0.2
2022-05-18 01:20,6.11,0.22,13.07,31.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.21,0.21,0.21,0.21,0.2
2022-05-18 01:30,6.11,0.22,13.07,31.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.22,0.21,0.22,0.21,0.2
2022-05-18 01:40,6.11,0.22,13.07,31.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.21,0.21,0.21,0.2
2022-05-18 01:50,6.11,0.22,13.07,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.21,0.21,0.22,0.21,0.21
2022-05-18 02:00,6.11,0.21,13.07,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,0.22,0.22,0.22,0.21,0.21
2022-05-18 02:10,6.11,0.22,13.07,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.22,0.22,0.2,0.21
2022-05-18 02:20,6.11,0.22,13.07,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.21,0.2,0.21
2022-05-18 02:30,6.12,0.22,13.07,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.22,0.21,0.22,0.21,0.2,0.21
2022-05-18 02:40,6.12,0.21,13.07,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0.21,0.2,0.21
2022-05-18 02:50,6.12,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.22,0.21,0.21,0.21
2022-05-18 03:00,6.11,0.21,13.06,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.22,0.21,0.21,0.21
